Camname,Camctg,Camlat,Camlon,Camnewadd,Camoldadd,Camtel,Camsite,Campark,Camconv
미르오토캠핑장,자동차야영장,35.544468,128.860594,경상남도 밀양시 산외면 밀양대로 3400-127,경상남도 밀양시 산외면 희곡리22-2,,30,40,화장실+게수대+샤워실
백산금빛캠프장,일반야영장,35.370915,128.753889,경상남도 밀양시 하남읍 백산5길12-1,,,30,40,화장실+게수대+샤워실
산여울캠핑장,일반야영장,35.543265,128.856667,경상남도 밀양시 산외면 밀양대로 3478,경상남도 밀양시 산외면 희곡리73-1,,26,35,화장실+게수대+샤워실
밀양댐스쿨캠핑장,일반야영장,35.492623,128.929427,경상남도 밀양시 단장면 고례2길 3,경상남도 밀양시 단장면 고례리1516-1,,19,25,화장실+게수대+샤워실
얼음골까투리캠핑장,일반야영장,35.579398,128.979543,경상남도 밀양시 산내면 얼음골로 134-22,경상남도 밀양시 산내면 남명리3,,19,25,화장실+게수대+샤워실
알프스캠핑장,일반야영장,35.535357,128.850887,경상남도 밀양시 산외면 밀양대로 3468-7,경상남도 밀양시 산외면 희곡리79-7,,49,59,화장실+게수대+샤워실
아이비오토캠핑장,자동차야영장,35.606906,128.923552,경상남도 밀양시 산내면 원서3길 47,경상남도 밀양시 산내면 원서리676,,21,26,화장실+게수대+샤워실
매화관광농원캠핑장,일반야영장,35.587605,128.801205,경상남도 밀양시 상동면 매화2길 56,경상남도 밀양시 상동면 매화리566,,60,75,화장실+게수대+샤워실
얼음골애플캠핑장,일반야영장,35.578234,128.961222,경상남도 밀양시 산내면 얼음골옛길 92-37,경상남도 밀양시 산내면 남명리480-1,,18,25,화장실+게수대+샤워실
구천계곡야영장,자동차야영장,35.537372,128.923005,경상남도 밀양시 단장면 도래재로 133-12,경상남도 밀양시 단장면 구천리1386,,22,35,화장실+게수대+샤워실
도래재별빛마을캠핑장,일반야영장,35.558262,128.939828,,경상남도 밀양시 단장면 구천리1852-7,,30,42,화장실+게수대+샤워실
자연속캠핑장,자동차야영장,35.552254,128.862372,경상남도 밀양시 산내면 산내용전길 155-17,경상남도 밀양시 산내면 용전리403-1,,15,25,화장실+게수대+샤워실
밀양유원지야영장,자동차야영장,35.492935,128.928687,경상남도 밀양시 단장면 고례로 855,경상남도 밀양시 단장면 고례리 1511,,6,10,화장실+게수대+샤워실
물안개 오토캠핑장,일반야영장,35.492113,128.926481,경상남도 밀양시 단장면 고례로 823-10,경상남도 밀양시 단장면 고례리 1491,,18,18,화장실+게수대+샤워실
마이웨이리조트관광농원,일반야영장,35.536975,128.800051,경상남도 밀양시 산외면 엄광길 103-14,경상남도 밀양시 산외면 엄광리 1198-1,,15,40,화장실+게수대+샤워실
삼장다목적캠핑장,야영장,35.306948,127.833313,경상남도 산청군 삼장면 친환경로 409-28,경상남도 산청군 삼장면 덕교리 842,055-973-7176,79,96,"화장실, 취사장"
내원자동차야영장,야영장,35.296968,127.81251,,경상남도 산청군 삼장면 대포리 산106-2,055-972-7775,53,107,"화장실,취사장"
한방자연휴양림,야영장,35.441508,127.830562,경상남도 산청군 금서면 동의보감로555번길 186,경상남도 산청군 금서면 특리 1300-86,055-970-6652,13,38,"화장실, 샤워실,취사장"
중산리야영장,야영장,35.306684,127.747967,경상남도 산청군 시천면 지리산대로 320-2,경상남도 산청군 시천면 중산리 634-4,055-972-7785,27,178,"화장실, 취사장"
소막골야영장,야영장,35.351027,127.815843,,경상남도 산청군 삼장면 평촌리 산118-1,055-972-7775,28,28,"화장실, 취사장"
금헌힐링캠핑장,야영장,35.325326,127.923755,경상남도 산청군 단성면 석대로281번길 229-19,경상남도 산청군 단성면 방목리 912-8,000-0000-0000,79,79,"화장실,샤워실,취사장"
지리산대경캠핑장,야영장,35.272265,127.778147,경상남도 산청군 시천면 지리산대로 855,경상남도 산청군 시천면 동당리 577,000-0000-0000,30,30,"화장실,샤워실,취사장"
별헤는밤 캠핑장,야영장,35.380577,127.963814,경상남도 산청군 신안면 둔철산로 575-26,경상남도 산청군 신안면 안봉리 1045-9,055-973-6777,44,44,"화장실,샤워실,취사장"
느티나무야영장,야영장,35.371554,127.78163,,경상남도 산청군 삼장면 유평리 233,000-0000-0000,16,20,"화장실,샤워실,취사장"
산청별천지캠핑장,야영장,35.333273,127.895365,경상남도 산청군 단성면 호암로701번길 139,경상남도 산청군 단성면 운리 90-12,000-0000-0000,12,15,"화장실,샤워실,취사장"
휘림캠핑장,야영장,35.32149,127.90307,경상남도 산청군 단성면 호암로 702-22,경상남도 산청군 단성면 운리 235,000-0000-0000,16,20,"화장실,샤워실,취사장"
W글램핑,야영장,35.393017,127.885807,경상남도 산청군 산청읍 웅석봉로 285번길 80-20,경상남도 산청군 산청읍 내리 741,055-974-3642,1,15,"화장실,샤워실,취사장"
백운계곡캠핑장,야영장,35.295479,127.888356,경상남도 산청군 단성면 백운로51번길 220-16,경상남도 산청군 단성면 백운리 389-1,000-0000-0000,12,20,"화장실,샤워실,취사장"
둘레길관광농원,야영장,35.243412,127.793455,,경상남도 산청군 시천면 신천리 158-2,000-0000-0000,34,34,"화장실,샤워실,취사장"
계림정야영장,야영장,35.351576,127.841138,,경상남도 산청군 삼장면 홍계리 1054-3,000-0000-0000,25,25,"화장실,취사장"
지리산노을,야영장,35.318867,127.907731,경상남도 산청군 단성면 호암로632번길 75,경상남도 산청군 단성면 청계리 353-7,000-0000-0000,1,4,"화장실, 취사장, 샤워장"
산청지막계곡캠핑장,야영장,35.386418,127.818995,경상남도 산청군 금서면 왕등재로 307,경상남도 산청군 금서면 지막리 산147-5,055-974-2800,29,30,"화장실, 취사장, 샤워장"
든해솔계곡캠핑장,야영장,35.402927,127.963875,경상남도 산청군 신등면 척지로475번길 142-12,경상남도 산청군 신등면 모례리 830-7,000-0000-0000,9,10,"화장실,취사장"
경호강야영장,야영장,35.35702,127.916392,경상남도 산청군 단성면 호암로1320번길 88-1,경상남도 산청군 단성면 방목리 627-2,000-0000-0000,34,35,"화장실, 취사장, 샤워장"
지리산숲속의쉼터,야영장,35.282803,127.721066,경상남도 산청군 시천면 세석길 195-15,경상남도 산청군 시천면 내대리 978,000-0000-0000,12,15,"화장실, 취사장, 샤워장"
BABO글램핑,야영장,35.385034,128.066994,경상남도 산청군 생비량면 상능로150번길 178,경상남도 산청군 생비량면 제보리 산135,000-0000-0000,4,15,"화장실, 취사장, 샤워장, 카페, 농구장, 족구장"
지리산리조트글램핑,야영장,35.295933,127.755458,경상남도 산청군 시천면 지리산대로511번길 11-33,경상남도 산청군 시천면 중산리 549,055-974-5757,5,10,"화장실, 취사장, 샤워장"
경호강 카라반,야영장,35.357152,127.916056,경상남도 산청군 단성면 호암로1320번길 884외 2필지,"경상남도 산청군 단성면 방목리 626-6, 7, 8",000-0000-0000,1,10,"화장실, 취사장, 샤워장"
창원 휴양림 오토 캠핑장,야영장,35.111264,128.570595,경상남도 창원시 마산합포구 구산면 석곡로 342-2,경상남도 창원시 마산합포구 구산면 석곡리 산 104번지,055-222-9100,71,80,"전기시설, 상하수도시설, 샤워실, 개수대, 족구장, 모래놀이, 산책로, 그네, 탁구대, 물놀이시설, 매점"
안녕오토캠핑장,야영장,35.108134,128.600752,경상남도 창원시 마산합포구 구산면 안녕로 329 (외2필지),경상남도 창원시 마산합포구 구산면 옥계리 471-2번지,055-242-7942,20,30,"전기시설, 정화조시설, 정화조, 샤워실, 개수대, 레져용품점,매점"
가포수변오토캠핑장,자동차야영장,35.156926,128.583417,경상남도 창원시 마산합포구 가포로 441-67 (가포동),경상남도 창원시 마산합포구 가포동 186-4번지,055-246-0077,30,75,"전기시설, 상하수도시설, 샤워실, 놀이마당, 다목적운동장, 바닥분수, 매점"
진북편백골관광농원캠핑장,야영장,35.154544,128.444024,경상남도 창원시 마산합포구 진북면 금산길 209-81,경상남도 창원시 마산합포구 진북면 금산리 437번지,055-271-3562,30,60,"전기시설, 정화조시설, 샤워실, 개수대, 강당, 족구장, 매점, 물놀이시설, 놀이터"
부재산방 야영장,야영장,35.152311,128.406871,경상남도 창원시 마산합포구 진전면 미천2길 148 (부재산방),경상남도 창원시 마산합포구 진전면 평암리 254번지,055-272-0702,7,15,"전기시설, 정화조시설, 샤워실, 개수대, 족구장, 농촌체험"
(주)양촌여울체험캠프,자동차야영장,35.136536,128.375279,경상남도 창원시 마산합포구 진전면 의산삼일로 60,경상남도 창원시 마산합포구 진전면 금암리 686-1번지,055-272-0702,14,40,"전기시설, 하수도시설, 샤워실, 개수대, 물놀이놀이터, 다목적구장, 잔디광장, 매점, 피자, 쿠키체험,"
달천공원오토캠핑장,자동차야영장,35.282381,128.599772,경상남도 창원시 의창구 북면 달천길 150,경상남도 창원시 의창구 북면 외감리 525,055-299-9004,31,35,"화장실, 취사시설, 샤워실, 전기시설, 상하수도시설"
천문대오토캠핑장,자동차야영장,35.275969,128.888009,경상남도 김해시 생림면 인제로 545-59,경상남도 김해시 생림면 나전리 30-6번지,055-311-3324,46,56,"화장실, 개수대, 샤워실"
㈜가야랜드 달빛야영장,자동차야영장,35.259523,128.905363,경상남도 김해시 신어산길 67 (삼방동),경상남도 김해시 삼방동 826번지,055-332-9100,140,115,"화장실, 샤워실"
김해생림오토캠핑장,자동차야영장,35.365426,128.812029,경상남도 김해시 생림면 마사리 1322-6번지,경상남도 김해시 생림면 마사리 1322-6번지,055-338-9925,56,30,"화장실, 샤워실"
벽계야영장,야영장,35.426107,128.208032,경상남도 의령군 궁류면 벽계로201 일대,경상남도 의령군 궁류면 벽계리 481-1,055-570-2444,80,50,매점
신전권역 야영장,야영장,35.381545,128.176181,경상남도 의령군 대의면 모의로 662-24,경상남도 의령군 대의면 신전리 278,055-574-1109,10,10,"상하수도시설, 전기시설, 화장실, 샤워실, 취사장"
트로피칼드림,야영장,34.818945,128.709334,경상남도 거제시 일운면 와현리 497번지,경상남도 거제시 일운면 와현리 497번지,055-621-5550,8,10,화장실
해금강호텔 야영장,야영장,34.736702,128.674732,경상남도 거제시 남부면 해금강3길 23,경상남도 거제시 남부면 갈곶리 78-3번지,055-632-1100,17,10,"화장실 개수대, 샤워장"
문화관광농원청소년야영장,야영장,34.788146,128.579814,경상남도 거제시 동부면 가배오송길 123(문화관광농원),경상남도 거제시 동부면 오송리 771-23,055-633-5955,32,50,"화장실, 개수대, 샤워실"
북캠프지오,야영장,34.729493,128.605517,경상남도 거제시 남부면 명사해수욕장길 48,경상남도 거제시 남부면 저구리 266,055-634-1290,7,15,"야외화장실, 취사장, 샤워장"
학동자동차아영장,자동차야영장,34.777062,128.643009,경상남도 거제시 동부면 거제대로 981,경상남도 거제시 동부면 학동리 221-1,055-635-5421,174,100,"화장실, 개수대, 샤워실"
거제사연휴양림,야영장,34.785804,128.625969,경상남도 거제시 동부면 거제중앙로 325,경상남도 거제시 동부면 구천리 산 103번지,055-639-4354,77,50,"화장실, 취사장, 샤워장, 매점"
당항포관광지오토캠핑장,야영장,35.055402,128.397362,경상남도 고성군 회화면 당항만로 1116,경상남도 고성군 회화면 당항리 112-2,055-670-4501,318,250,"화장실 개수대, 샤워장"
장좌리캠핑장,야영장,35.009888,128.449561,경상남도 고성군 동해면 구절로 200,경상남도 고성군 동해면 장좌리 1029-1,055-672-5814,24,40,"화장실 개수대, 샤워장"
청광새들녘영농조합법인야영장,야영장,35.115108,128.309279,경상남도 고성군 개천면 영회로 1296,경상남도 고성군 개천면 청광리 521-4,055-672-7985,29,23,"화장실 개수대, 샤워장"
고성다이노캠핑장,야영장,34.923645,128.298786,경상남도 고성군 삼산면 두포5길 193,경상남도 고성군 삼산면 두포리 177-16,055-672-7992,34,34,"화장실 개수대, 샤워장"
블루웨일글램핑,야영장,34.923652,128.301484,경상남도 고성군 삼산면 두포5길 113-139,경상남도 고성군 삼산면 두포리 177-16,055-673-4994,29,60,"화장실 개수대, 샤워장"
꾸러기캠핑장,야영장,35.115462,128.181992,경상남도 진주시 금곡면 검암길 31 (금곡초등학교),경상남도 진주시 금곡면 동례리 886번지,055-754-2187,34,40,"화장실(남1/여1), 샤워장, 개수대"
생각나무자연학교,야영장,35.291549,128.130137,경상남도 진주시 미천면 어옥로 3,경상남도 진주시 미천면 오방리 141-4번지,055-794-1288,39,50,"화장실(남1/여1), 샤워장, 개수대"
솔섬오토캠핑장,야영장,34.987585,127.966142,경상남도 사천시 서포면 비토리 산9-26,경상남도 사천시 서포면 비토리 산9-26,055-854-0404,30,32,"전기시설, 화장실, 공동바비큐실"
숲속가든캠핑장,야영장,34.978536,128.133183,경상남도 사천시 사남면 삼상로 820,경상남도 사천시 사남면 계양리 383-6,055-854-2224,15,30,"화장실, 방갈로, 식당,상수도시설, 하수도시설, 전기시설"
비토섬오토캠핑장,야영장,34.985048,127.966399,경상남도 사천시 서포면 토끼로 245-5,경상남도 사천시 서포면 비토리 255-4,055-855-4241,9,16,"전기시설, 화장실, 공동바비큐실"
월포해수욕장야영장,야영장,34.767289,127.905107,경상남도 남해군 남면 남서대로 611-17,경상남도 남해군 남면 석교리 47번지,055-862-3414,30,,"화장실, 샤워실"
상주은모래비치캠핑장,야영장,34.719304,127.984961,경상남도 남해군 상주면 상주로 17-4,경상남도 남해군 상주면 상주리 1248-1번지,055-862-8287,150,,"전기시설, 화장실, 샤워실"
사촌해수욕장야영장,야영장,34.743579,127.856108,경상남도 남해군 남면 남면로1229번길 44,경상남도 남해군 남면 임포리 1173-1번지,055-862-8564,40,,"화장실, 샤워실"
천하마을야영장,야영장,34.724616,128.013512,경상남도 남해군 미조면 남해대로397번길 18,경상남도 남해군 미조면 송정리 1378번지,055-863-2903,20,,"전기시설, 화장실, 샤워실"
두모마을야영장,야영장,34.735033,127.954917,경상남도 남해군 상주면 양아로525번길 20,경상남도 남해군 상주면 양아리 1467-1번지,055-863-3573,12,,"전기시설, 화장실, 샤워실"
